Date,SPY,QQQ,IWM,TLT
2015-01-01,79.7865439756763,118.94563253251948,159.2699829931971,197.7879054927282
2015-01-02,78.418926386268,120.17209370652284,158.4777236891599,198.00670222248002
2015-01-05,78.26685204336216,120.17631935959541,158.1662807434655,194.8071971503641
2015-01-06,78.7683107722753,120.58413630197087,158.96579743239937,193.6439842699021
2015-01-07,78.84715117692895,119.09495333718516,159.11905429836628,193.44482763571992
2015-01-08,78.70533086040511,118.98524980247696,159.40796204882534,192.65944888226986
2015-01-09,77.91206498080597,118.82047838185956,158.25638750355967,192.76969575714634
2015-01-12,77.92142383667488,120.22829034376309,159.21540005862175,192.93009656525925
2015-01-13,78.63224969000466,119.22609078601543,160.85917590295907,192.56576566937179
2015-01-14,78.34522019450125,119.18755713392741,161.5615174795994,192.87033953796572
2015-01-15,78.1335259056849,117.38968938111154,160.54361550178527,193.73543475257594
2015-01-16,77.76491386835637,117.19864761928672,160.74454699639955,192.29045779632946
2015-01-19,77.24569677332514,116.4662917859112,160.96381538738206,191.4108090610654
2015-01-20,77.45608581459109,115.53974650922206,162.13038195344808,191.2310491149016
2015-01-21,78.37093627268783,113.41446576884441,162.49700782537818,191.15923240880284
2015-01-22,79.07577618022334,114.18985673473688,163.54290694141298,191.13983502915312
2015-01-23,78.7495770368709,114.50477613442168,162.59675966963883,191.12420426208544
2015-01-26,77.862209403122,113.82653995352494,161.79069703574552,189.75906513164935
2015-01-27,77.92951122342457,114.02508764445773,161.24673395164962,188.46898719989667
2015-01-28,78.46845096352149,113.44469583526183,161.01415071934454,188.77305935628377
2015-01-29,78.71963828158133,112.18317472120455,162.8325523888476,189.28209701985998
2015-01-30,78.42254163079625,113.81211359355234,161.70001093254507,190.60761308332687
2015-02-02,78.90919917163116,115.49144597406499,163.8298584799026,193.36043134135878
2015-02-03,77.89597331790628,116.19075101619882,162.23912349870974,193.9588926008892
2015-02-04,78.51689503912242,116.44586846106176,162.0342170263168,191.4909139389387
2015-02-05,78.69525779625361,116.69550842046459,161.10416603076598,188.76250225741757
2015-02-06,79.22091223069269,117.46936879071175,159.6130524267157,189.281803234877
2015-02-09,79.00989646971325,118.01976726628992,159.6634217482313,191.37645788022587
2015-02-10,78.51663913419452,118.44070987461735,160.63090392810096,192.34081766184724
2015-02-11,77.45996740915336,118.58869746041711,159.4236934765773,191.71528081591842
2015-02-12,78.94138385126547,118.95544091593223,156.91176698951227,191.0467138379648
2015-02-13,79.06098243972393,119.2130368406423,155.15901076777314,190.89382965717223
2015-02-16,79.34374343708373,119.91900234936726,154.04673298924408,192.29549038138717
2015-02-17,79.60567864576066,120.73496653638611,153.58462845560916,191.0672361502269
2015-02-18,80.31156833183984,121.32152459919669,152.54086508451817,189.77821952034896
2015-02-19,80.6443925829796,121.38042043487732,153.53617701769733,191.9981201661395
2015-02-20,80.78405732159071,119.85435738242974,153.73050439577398,189.6303287538282
2015-02-23,80.65153039687628,119.77092285514858,153.8460015680752,188.99621185618963
2015-02-24,80.90728181456643,119.24049701783476,152.51109900912513,185.99312919194082
2015-02-25,81.31448947796072,122.21649381203132,152.32304958431496,184.9364967126163
2015-02-26,81.37739406125931,122.95002525502927,153.68780174046148,184.01654858789001
2015-02-27,81.59516081521477,123.56864814246786,153.99462602923919,181.50843750314795
2015-03-02,81.03799173374661,123.8717380748105,154.57101376842073,178.83882268510254
2015-03-03,81.59264007249493,123.75078288009797,153.68117416599677,178.2426367579086
2015-03-04,81.70182621113702,123.81308316077045,153.2266232621998,178.83979998361738
2015-03-05,82.51767873009072,121.48602788267927,150.99308521842187,179.40111188141503
2015-03-06,80.29923058960352,122.54833797060729,151.9103570752546,179.6486955185911
2015-03-09,79.10674932226475,122.17003936204148,152.0530325698142,179.6485610527168
2015-03-10,78.17106120909104,121.83307428419401,153.61816258641932,180.13816978151144
2015-03-11,78.36891688343555,121.32505689857288,153.83181944298144,180.07066969608763
2015-03-12,78.27871409922865,120.74696530742081,151.10570139384194,180.77973998217905
2015-03-13,78.28113765418087,121.03150068638789,149.87896547361663,179.46613915565385
2015-03-16,78.98251396227772,121.13844114631326,150.0059511916678,179.2698702150157
2015-03-17,78.7546316950281,119.86395369516922,149.79049317366363,179.59321940951276
2015-03-18,79.68851848713389,120.53962022483289,149.9565550596417,181.16230509355717
2015-03-19,79.39245955616924,119.24989511246355,150.48369621843568,182.12515661474012
2015-03-20,79.61294432505221,118.83025268312767,147.64861031209873,183.63233740992365
2015-03-23,80.14732784334286,119.11623435284262,148.89065971392995,184.9179539971506
2015-03-24,80.73207791159349,118.40137822004759,148.8852617257307,186.93013436831978
2015-03-25,80.46593758057563,118.32834747612256,147.65801930618923,189.79131828093128
2015-03-26,79.80769318276279,117.95785746085626,149.5841500788287,187.61740606478122
2015-03-27,80.21944909615671,119.23886207932595,149.15128869778863,187.29037330255724
2015-03-30,79.67086204896003,118.95878107054928,150.0010234619345,185.18252457631564
2015-03-31,79.74936357731369,120.07970192221082,149.43217594178978,182.49433585629663
2015-04-01,79.08315765927014,120.82250782701314,148.65308524128793,182.19768743622916
2015-04-02,79.57082600275675,120.01166471897074,148.20192428531396,181.18011661690934
2015-04-03,78.1803376212265,120.66489974211572,146.59946003451432,182.85636559661762
2015-04-06,78.36624168435748,117.58164216150413,147.22035791513468,184.0131975281651
2015-04-07,78.23534959383652,116.16919382877559,145.90385064708494,186.34669655585924
2015-04-08,79.3855322714745,116.24487815007694,145.33985790577793,186.2956675361096
2015-04-09,80.41611705386711,115.5233446512611,146.10874488383743,185.20620325978066
2015-04-10,79.70902607234068,114.59410134046084,145.86477241523315,183.13106910443128
2015-04-13,79.83106091965702,115.8076551600395,145.15284442307697,183.50406033681497
2015-04-14,79.31028566355438,114.7329085060826,144.16130452090795,183.00116752977084
2015-04-15,79.27209839920518,115.63918516350503,143.11484176004902,184.37576271883523
2015-04-16,79.44408407472157,116.10509900482842,144.67956891005005,182.71998196584465
2015-04-17,79.82653935023161,117.09873089807094,142.68356991719418,181.77305147452526
2015-04-20,81.84825577850793,117.49595300135095,141.5039171930626,182.59700932799362
2015-04-21,81.03112556743538,115.98276603556938,142.7157454869215,181.01143584736977
2015-04-22,80.23768804666565,116.56718986129292,141.39451304146075,184.18193415212232
2015-04-23,80.92875843691367,116.17476915358274,141.64588138654085,184.86586523945905
2015-04-24,81.2208162832696,115.94027392085238,141.14226300722,184.3993363728691
2015-04-27,81.02961605149034,116.48206846148291,141.51540506431826,184.98488464006311
2015-04-28,82.77925766739114,118.78489826497874,141.3653332905925,186.337484290904
2015-04-29,82.42666764243506,121.06689316922669,141.73235885714246,187.78210001775088
2015-04-30,82.05850131221972,120.61678990405149,143.15760575347832,188.05672995302743
2015-05-01,82.32806714871509,121.33260076925569,140.53295130839743,186.09840380150982
2015-05-04,80.73195683620774,120.75855503565843,139.56701876283427,186.11908546604576
2015-05-05,79.6696174503231,121.7308771086368,138.05701081647697,187.3126143126649
2015-05-06,78.97042719519112,122.02681508349616,138.32457303464508,187.25964800200336
2015-05-07,79.37676109382932,121.86987355984685,137.1436809736202,188.85143888593535
2015-05-08,79.08559775401709,122.25272172041034,138.3631029696445,188.69710373154055
2015-05-11,78.53410157151023,122.5721349597549,137.83001557824525,190.5511478009217
2015-05-12,78.56532321529947,122.09984711442176,135.40702509351067,190.5470216621929
2015-05-13,78.56811221354894,121.35595416322003,136.43759645962587,189.58751218681255
2015-05-14,78.65288110486506,123.17703915188784,137.6088657389974,191.5885330645026
2015-05-15,78.44460460004305,123.32290055198554,136.9168714654147,191.699183190241
2015-05-18,78.0753996667172,123.21516822842041,136.1945170222725,190.52987563129417
2015-05-19,77.9969442002764,123.74322037036524,135.26416883298705,190.1780379430565
