Date,Close
2015-01-01,118.94563253251948
2015-01-02,120.17209370652284
2015-01-05,120.17631935959541
2015-01-06,120.58413630197087
2015-01-07,119.09495333718516
2015-01-08,118.98524980247696
2015-01-09,118.82047838185956
2015-01-12,120.22829034376309
2015-01-13,119.22609078601543
2015-01-14,119.18755713392741
2015-01-15,117.38968938111154
2015-01-16,117.19864761928672
2015-01-19,116.4662917859112
2015-01-20,115.53974650922206
2015-01-21,113.41446576884441
2015-01-22,114.18985673473688
2015-01-23,114.50477613442168
2015-01-26,113.82653995352494
2015-01-27,114.02508764445773
2015-01-28,113.44469583526183
2015-01-29,112.18317472120455
2015-01-30,113.81211359355234
2015-02-02,115.49144597406499
2015-02-03,116.19075101619882
2015-02-04,116.44586846106176
2015-02-05,116.69550842046459
2015-02-06,117.46936879071175
2015-02-09,118.01976726628992
2015-02-10,118.44070987461735
2015-02-11,118.58869746041711
2015-02-12,118.95544091593223
2015-02-13,119.2130368406423
2015-02-16,119.91900234936726
2015-02-17,120.73496653638611
2015-02-18,121.32152459919669
2015-02-19,121.38042043487732
2015-02-20,119.85435738242974
2015-02-23,119.77092285514858
2015-02-24,119.24049701783476
2015-02-25,122.21649381203132
2015-02-26,122.95002525502927
2015-02-27,123.56864814246786
2015-03-02,123.8717380748105
2015-03-03,123.75078288009797
2015-03-04,123.81308316077045
2015-03-05,121.48602788267927
2015-03-06,122.54833797060729
2015-03-09,122.17003936204148
2015-03-10,121.83307428419401
2015-03-11,121.32505689857288
2015-03-12,120.74696530742081
2015-03-13,121.03150068638789
2015-03-16,121.13844114631326
2015-03-17,119.86395369516922
2015-03-18,120.53962022483289
2015-03-19,119.24989511246355
2015-03-20,118.83025268312767
2015-03-23,119.11623435284262
2015-03-24,118.40137822004759
2015-03-25,118.32834747612256
2015-03-26,117.95785746085626
2015-03-27,119.23886207932595
2015-03-30,118.95878107054928
2015-03-31,120.07970192221082
2015-04-01,120.82250782701314
2015-04-02,120.01166471897074
2015-04-03,120.66489974211572
2015-04-06,117.58164216150413
2015-04-07,116.16919382877559
2015-04-08,116.24487815007694
2015-04-09,115.5233446512611
2015-04-10,114.59410134046084
2015-04-13,115.8076551600395
2015-04-14,114.7329085060826
2015-04-15,115.63918516350503
2015-04-16,116.10509900482842
2015-04-17,117.09873089807094
2015-04-20,117.49595300135095
2015-04-21,115.98276603556938
2015-04-22,116.56718986129292
2015-04-23,116.17476915358274
2015-04-24,115.94027392085238
2015-04-27,116.48206846148291
2015-04-28,118.78489826497874
2015-04-29,121.06689316922669
2015-04-30,120.61678990405149
2015-05-01,121.33260076925569
2015-05-04,120.75855503565843
2015-05-05,121.7308771086368
2015-05-06,122.02681508349616
2015-05-07,121.86987355984685
2015-05-08,122.25272172041034
2015-05-11,122.5721349597549
2015-05-12,122.09984711442176
2015-05-13,121.35595416322003
2015-05-14,123.17703915188784
2015-05-15,123.32290055198554
2015-05-18,123.21516822842041
2015-05-19,123.74322037036524
2015-05-20,124.2841444966372
2015-05-21,126.13539674380108
2015-05-22,126.33158184468186
2015-05-25,127.15911517794768
2015-05-26,126.3392325484292
2015-05-27,125.64901055305567
2015-05-28,126.598399890627
2015-05-29,126.45247237054699
2015-06-01,126.51644167093713
2015-06-02,125.22519018316297
2015-06-03,126.52468728819387
2015-06-04,124.06389291239844
2015-06-05,123.22219323542998
2015-06-08,122.23376508641678
2015-06-09,121.83872161421672
2015-06-10,121.22980074324444
2015-06-11,120.65647216931814
2015-06-12,119.91557629639478
2015-06-15,119.04033809688262
2015-06-16,119.46152121153798
2015-06-17,119.66695244123153
2015-06-18,118.37377517707714
2015-06-19,117.77207452734807
2015-06-22,117.206845389304
2015-06-23,117.26271076131717
2015-06-24,118.10999501099779
2015-06-25,116.44276478950373
2015-06-26,115.85652053500264
2015-06-29,115.08243269152143
2015-06-30,115.19257423091501
2015-07-01,115.21757808459645
2015-07-02,115.5021231883788
2015-07-03,116.23115295506092
2015-07-06,116.98591449971228
2015-07-07,119.4241015409828
2015-07-08,119.69108632720474
2015-07-09,121.50902109085536
2015-07-10,122.89330185064345
2015-07-13,121.8216176948494
2015-07-14,121.07077507494483
2015-07-15,122.40689648042442
2015-07-16,121.53659049637022
2015-07-17,121.71509907209979
2015-07-20,122.41646062770553
2015-07-21,122.63562039606548
2015-07-22,121.13273442288191
2015-07-23,121.61251461397491
2015-07-24,121.55276789675004
2015-07-27,121.56011866435097
