Date,SPY,QQQ,IWM,TLT
2015-01-01,80.45031938257408,120.17662479806458,160.72552432984247,200.81393037363503
2015-01-02,80.03886881601883,120.73673284338577,159.4346944081971,203.0899037408847
2015-01-05,80.29541015476136,120.8655142528942,159.1365204122272,204.68312258470408
2015-01-06,80.85807406979221,119.44438822807514,157.32258104481627,205.56497046915615
2015-01-07,81.04581661276995,119.71988354073515,158.10426642782426,204.08938115278116
2015-01-08,81.71025403783466,120.17890499195661,159.34028740425435,203.94043509449693
2015-01-09,82.38598364702122,120.60278906107754,160.68139803072688,203.16620573836138
2015-01-12,82.04032687216773,121.23921035320298,159.68803297940715,204.02339072790184
2015-01-13,82.77084675612954,120.95340453820705,162.63998786756744,203.50463199368974
2015-01-14,82.4536801240136,120.73083540474009,161.57636172463558,203.4380786206909
2015-01-15,82.66682709414951,120.1780176792547,160.1924054326165,204.32702308082247
2015-01-16,82.69406309056735,119.85743741757732,159.97847808779747,203.41670589944096
2015-01-19,82.2718595336265,119.66056818612671,160.77810120073525,203.5083472724608
2015-01-20,82.72983057696206,120.02642366150418,160.12946610039404,205.1877572846596
2015-01-21,82.58943714749847,120.54438398281897,159.333069144729,204.21582413605398
2015-01-22,82.82089875514686,120.88534472701926,160.39599186818847,206.0199975561831
2015-01-23,83.18233428236532,121.3058758273315,160.31251012524848,206.01652253456848
2015-01-26,83.10704303539379,121.39905329524049,159.93647566209407,205.8076904230008
2015-01-27,82.97895384403523,121.12507036070467,160.3301124013771,206.14573416968392
2015-01-28,82.45755450398677,120.33776080314124,161.84321263319404,207.29650083716643
2015-01-29,82.65570571425701,119.99941925742213,162.0433073792687,208.55141976462312
2015-01-30,82.75850279146636,119.51576003855875,162.0540789281893,208.16324331212562
2015-02-02,82.6037529090535,120.24933423617054,162.03556034047745,206.37768527510048
2015-02-03,82.43419270308513,120.17641793408094,161.63016442285078,206.71637939375432
2015-02-04,82.75734771944188,121.05663206722271,160.9724085194286,205.24555043452466
2015-02-05,82.33054962100613,122.05990829166203,161.71285572573402,205.68819105414892
2015-02-06,82.38394336356689,122.61683925583995,161.58263963613712,205.0630191770428
2015-02-09,83.05973012270374,122.9605157803791,160.56650811838318,204.6910818588751
2015-02-10,82.66461781870917,123.96139305671562,161.4205568890476,205.6865222087039
2015-02-11,82.61825609277052,124.51328942102897,159.99153938966393,205.6576791356847
2015-02-12,83.07953106640143,123.63271858871762,161.72580947003073,207.2465521068973
2015-02-13,83.62312164394527,125.17436605923362,162.63682203379983,207.82011907747048
2015-02-16,84.01650706926671,125.08360171702782,162.89547237667853,208.90070194000495
2015-02-17,83.89449939227623,124.77157927286264,162.78678236146587,210.44999418560803
2015-02-18,84.03224910813347,124.32430118938946,162.34032854578578,211.88490082847724
2015-02-19,84.66870075547526,124.56783688474651,161.3661167141964,211.187988343303
2015-02-20,84.35854632968216,124.61144157790312,161.86602753810735,211.6287262755272
2015-02-23,84.33705592879292,123.65549853191905,160.18106037699883,209.33184579501773
2015-02-24,84.31486190615757,123.14962748887947,160.79432248282006,210.67392411184778
2015-02-25,84.51603398448978,122.7282120055108,161.59540180990643,211.81532774573077
2015-02-26,83.99983448715474,123.71938826846893,161.802764732017,212.70706915197178
2015-02-27,84.3860387537522,123.73908368472057,160.18560784037982,212.10692960749586
2015-03-02,84.17402539030347,124.19940135618104,160.6478267173489,213.81641107776534
2015-03-03,84.79287021316688,124.15701036408703,159.95626352631322,214.17096672270839
2015-03-04,84.34413985440392,124.17434142765413,160.511733283814,213.3471403109358
2015-03-05,85.21501928968988,125.12826968908335,161.38955985325563,213.40339773506338
2015-03-06,85.0686196643478,125.48212688642552,160.78946564204912,213.96477065657723
2015-03-09,85.04284357952913,125.73631907340017,162.45966328363272,213.7896786497287
2015-03-10,85.70062474097917,126.13722333489798,162.38254380997319,211.1674732209342
2015-03-11,86.60445798339802,125.71663338780009,163.1095732602732,212.87593469064507
2015-03-12,86.26422337634041,125.89899498783295,163.5717898080061,212.80188125102768
2015-03-13,85.82348020798393,126.03660586971661,163.81780604853344,213.70812788073366
2015-03-16,85.12827293373013,125.73491196640721,163.36402332127673,213.18714002040196
2015-03-17,85.02123312066102,126.36259113110656,163.6099138289893,211.18216706226178
2015-03-18,84.58707662441685,126.95068229753268,164.30679123963495,209.87904419338372
2015-03-19,84.90386135311778,126.82623100793614,164.27942693359591,209.74748004097145
2015-03-20,84.64224762339221,126.82444103816454,164.56552983654532,209.0070981231346
2015-03-23,85.34216941287798,126.67503363761806,164.17964243640438,207.83843616208154
2015-03-24,86.34628522014522,127.25905625847145,164.3702031668926,206.08457599102357
2015-03-25,86.47154181335843,127.13086798260976,164.58162002765738,206.10738062531416
2015-03-26,85.89300088742993,126.53122968273097,165.57232651760324,206.19878236538685
2015-03-27,85.55403508358303,126.20857373096187,165.37240708939973,206.32702006454923
2015-03-30,85.58295661279189,127.1287720563932,165.70581832664112,205.29175035640375
2015-03-31,85.90237367067915,126.42960303125457,167.01603503693417,204.17795358612466
2015-04-01,86.0162101279908,127.10579621595629,167.09783735051667,204.82897880763784
2015-04-02,86.67518894889099,126.21908134852379,168.68752599066363,205.83120694418517
2015-04-03,85.95191215431868,126.42843949961599,167.8599626093956,206.64843701828352
2015-04-06,85.7222686586189,124.743191171879,167.80988337893316,206.96762917271744
2015-04-07,85.42529028425349,124.68433186033334,168.06608048494255,205.8273176635857
2015-04-08,85.60571188313861,124.26625465848515,167.76352427945213,205.62103199874932
2015-04-09,85.98594249630679,124.64703479744976,166.8511887076895,205.36212345753623
2015-04-10,85.82567870301307,124.68459130555776,166.50187085957452,205.1547351289011
2015-04-13,85.37255370902385,125.31583389298356,165.27238717708315,204.87135387877066
2015-04-14,84.71707819756256,125.23592351367577,164.34610395565272,205.63997732085838
