Date,SPY,QQQ,IWM,TLT
2015-01-01,79.61670250530048,119.68514913358484,159.73222491798396,200.24659571133722
2015-01-02,79.05326325770957,119.70121535199026,160.16315824694112,200.45816367495428
2015-01-05,79.14470398951838,120.06908479673254,159.1452064737429,201.73861070843665
2015-01-06,78.86552431754721,119.5171698551755,159.4368635961826,202.85304727912558
2015-01-07,78.25854389650512,119.8992306155941,160.10402511564575,203.1966845638083
2015-01-08,78.31575895887228,120.54641112665865,160.32084648845398,201.90592894490575
2015-01-09,78.69084732641826,120.74100180714352,161.07108600535526,200.41509912311548
2015-01-12,79.02825555431114,120.82454548615696,160.85434776935347,200.26353865693443
2015-01-13,79.0854990351535,120.39785729158315,161.59813025789737,201.45985799765432
2015-01-14,79.33785697452662,120.88934533516182,162.99202532351782,201.1990982211034
2015-01-15,79.05436717796509,121.050361191306,162.98384717213247,201.29144069845262
2015-01-16,78.88012020495945,120.71186466851326,163.01729507642926,200.5634674679237
2015-01-19,79.33444979598022,119.94673243377416,163.21439297630002,200.56482150007315
2015-01-20,79.34675288084588,120.27864249949837,163.28680261467744,200.27806373889717
2015-01-21,79.54821001878685,119.6471638196328,162.52295255681454,201.77536331024695
2015-01-22,79.65794715634686,119.17075211980185,162.278430834318,202.68337032334045
2015-01-23,79.83093532012359,118.67374506373719,162.1259118772122,202.43976427343983
2015-01-26,79.87618515635042,117.84483359924411,162.78932057719004,202.13844495371737
2015-01-27,80.11453977052035,118.11271707074704,163.02200280511028,201.9696050383048
2015-01-28,80.29834502865117,118.400357006273,163.4338747165077,201.99927997846746
2015-01-29,80.87559648563968,118.21761585948686,164.16312524929413,201.91616959218277
2015-01-30,81.28756262937618,118.53110587728393,163.91307900725232,202.6692984271413
2015-02-02,82.00934452526967,119.25691683329507,163.8466288193399,200.49616666953378
2015-02-03,82.02017588609709,118.91688495104712,164.35232758165847,200.69563250123161
2015-02-04,82.50330841838986,119.02858763224742,164.53224332701492,201.16021878462533
2015-02-05,82.42692707713704,118.55859734410829,164.39947571102664,200.32884216179548
2015-02-06,82.92321551322887,118.71731784479944,163.54986654827806,200.29690861385208
2015-02-09,82.41693662428915,119.02168852679809,163.12874665613631,199.12367920162097
2015-02-10,82.58209751726541,119.24173022224018,163.04815080980023,198.5341497796221
2015-02-11,82.22117415732498,119.27911251887569,164.0037672573255,199.30327549725814
2015-02-12,82.00953901393078,119.00998032961382,163.7156912901774,199.38009923214383
2015-02-13,81.75334067412692,118.7512729719539,163.62486887449717,200.76924330141415
2015-02-16,81.7069393726921,119.13990370320717,163.5581326526355,200.61158474499268
2015-02-17,81.94065876255526,119.69571995770885,163.271067356635,202.09757208720586
2015-02-18,82.10928787317553,119.72826950922526,163.70394318834178,203.81246535043036
2015-02-19,82.23696905921632,118.73983043389357,164.150046685256,202.5515097213236
2015-02-20,82.53232011531276,118.82878237055118,164.63740817812626,201.84600057156308
2015-02-23,82.30479962897357,118.65517142151542,166.30604663189004,200.8535047493576
2015-02-24,82.3865955251702,118.66686543025268,166.7744285012808,199.68343993035845
2015-02-25,82.73199174238198,117.98184823047416,166.22001170667292,200.44697328349966
2015-02-26,82.0917096411969,119.12249102829378,166.32646063658703,199.80730708178092
2015-02-27,82.33091583024154,118.57188844537767,165.46702463142074,200.40940257310243
2015-03-02,81.96136689423133,119.37917190409362,164.88815208366373,200.9309617377719
2015-03-03,81.91603297713084,119.91817558817746,165.87205629479888,199.53474185848697
2015-03-04,81.93873723277409,120.17137011408369,166.88484114582926,200.5823220221856
2015-03-05,81.60385334341758,120.44281550446291,166.96102527727834,199.72256138693558
2015-03-06,82.22289167806895,120.2912053687816,167.02095412574147,200.8078866532256
2015-03-09,82.04041281841565,120.30063474548639,166.2004750934884,200.68320894065442
2015-03-10,82.03634297733748,120.64380244739712,165.80048136846958,202.22179915592008
2015-03-11,82.12719748448478,120.37770846964672,165.5142107278183,201.60827536709738
2015-03-12,82.50357687870944,119.98576863608459,165.7514488443262,203.40856726111727
2015-03-13,82.81945449291594,118.73607060484481,165.90495604603873,204.70753584218255
2015-03-16,82.77875559962442,118.42213769810805,166.12951742034463,203.63886086917634
2015-03-17,82.49551667605971,118.34394171741974,166.12584369181886,204.60976560591203
2015-03-18,82.60701384167137,117.9167406271911,165.41328883856596,204.8037973189187
